Source,Target,Type,Id,Label,Weight,d1
Yu-Gi-Oh! Zexal Ii Season 1,Jump Ultimate Stars,Directed,21517,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Kazuki Takahashi,Directed,21518,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Konami,Directed,21519,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Mitsutaka Hirota,Directed,21520,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,National Pearl Harbor Remembrance Day,Directed,21521,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Nihon Ad Systems,Directed,21522,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Seto Kaiba,Directed,21523,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Shin Yoshida,Directed,21524,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Studio Gallop,Directed,21525,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Tv Tokyo,Directed,21526,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,The Cw,Directed,21527,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Theme Music,Directed,21528,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Touko Machida,Directed,21529,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Vistlip,Directed,21530,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Vortexx,Directed,21531,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yasuyuki Suzuki,Directed,21532,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh!,Directed,21533,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! (1998 Tv Series),Directed,21534,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! (1999 Film),Directed,21535,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S,Directed,21536,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S Season 1,Directed,21537,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S Season 2,Directed,21538,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S Season 3,Directed,21539,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S Season 4,Directed,21540,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! 5D'S Season 5,Directed,21541,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Arc-V,Directed,21542,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Arc-V (Manga),Directed,21543,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Arc-V Season 1,Directed,21544,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Arc-V Season 2,Directed,21545,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Arc-V Season 3,Directed,21546,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Bonds Beyond Time,Directed,21547,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Capsule Monsters,Directed,21548,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Dark Duel Stories,Directed,21549,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Links,Directed,21550,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters,Directed,21551,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters Season 1,Directed,21552,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters Season 2,Directed,21553,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters Season 3,Directed,21554,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters Season 4,Directed,21555,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Duel Monsters Season 5,Directed,21556,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Dungeon Dice Monsters,Directed,21557,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Early Days Collection,Directed,21558,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Forbidden Memories,Directed,21559,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx,Directed,21560,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx Tag Force 2,Directed,21561,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx Season 1,Directed,21562,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx Season 2,Directed,21563,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx Season 3,Directed,21564,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Gx Season 4,Directed,21565,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Go Rush!!,Directed,21566,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Go Rush!! Season 1,Directed,21567,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Go Rush!! Season 2,Directed,21568,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Go Rush!! Season 3,Directed,21569,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Legacy Of The Duelist,Directed,21570,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Legacy Of The Duelist: Link Evolution,Directed,21571,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Master Duel,Directed,21572,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Nightmare Troubadour,Directed,21573,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! R,Directed,21574,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Sevens,Directed,21575,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Sevens Season 1,Directed,21576,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Sevens Season 2,Directed,21577,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Dark Side Of Dimensions,Directed,21578,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Dawn Of Destiny,Directed,21579,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Duelists Of The Roses,Directed,21580,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Eternal Duelist Soul,Directed,21581,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Falsebound Kingdom,Directed,21582,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Movie: Pyramid Of Light,Directed,21583,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! The Sacred Cards,Directed,21584,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Trading Card Game,Directed,21585,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Vrains,Directed,21586,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Vrains Season 1,Directed,21587,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Vrains Season 2,Directed,21588,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Vrains Season 3,Directed,21589,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! World Championship Tournament 2004,Directed,21590,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Worldwide Edition: Stairway To The Destined Duel,Directed,21591,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal,Directed,21592,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal Ii Season 2,Directed,21593,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal Ii Season 3,Directed,21594,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal Season 1,Directed,21595,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal Season 2,Directed,21596,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yu-Gi-Oh! Zexal Season 3,Directed,21597,,1,0
Yu-Gi-Oh! Zexal Ii Season 1,Yugi Mutou,Directed,21598,,1,0
Téa Gardner,Akio Nojima,Directed,21599,,1,0
Téa Gardner,Amy Birnbaum,Directed,21600,,1,0
Téa Gardner,Ancient Egypt,Directed,21601,,1,0
Téa Gardner,Andrew Rannells,Directed,21602,,1,0
Téa Gardner,Anubis,Directed,21603,,1,0
Téa Gardner,Atlantis,Directed,21604,,1,0
Téa Gardner,Atsushi Tamura,Directed,21605,,1,0
Téa Gardner,Ba (Egyptian Soul),Directed,21606,,1,0
Téa Gardner,Bruce Lee,Directed,21607,,1,0
Téa Gardner,Carrie Keranen,Directed,21608,,1,0
Téa Gardner,Chisa Yokoyama,Directed,21609,,1,0
Téa Gardner,Cinderella,Directed,21610,,1,0
Téa Gardner,Comic Book Resources,Directed,21611,,1,0
Téa Gardner,Daisuke Namikawa,Directed,21612,,1,0
Téa Gardner,Daisuke Sakaguchi,Directed,21613,,1,0
Téa Gardner,Dan Green (Voice Actor),Directed,21614,,1,0
Téa Gardner,Dark Yugi,Directed,21615,,1,0
Téa Gardner,Darren Dunstan,Directed,21616,,1,0
Téa Gardner,David Brimmer,Directed,21617,,1,0
Téa Gardner,David Moo,Directed,21618,,1,0
Téa Gardner,David Willis (Voice Actor),Directed,21619,,1,0
Téa Gardner,David Wills (Voice Actor),Directed,21620,,1,0
Téa Gardner,Defenestration,Directed,21621,,1,0
Téa Gardner,Egypt,Directed,21622,,1,0
Téa Gardner,Egyptian Mythology,Directed,21623,,1,0
Téa Gardner,Eiko Hisamura,Directed,21624,,1,0
Téa Gardner,Enjo Kōsai,Directed,21625,,1,0
Téa Gardner,Eric Stuart,Directed,21626,,1,0
Téa Gardner,Erica Schroeder,Directed,21627,,1,0
Téa Gardner,Fairy Tale,Directed,21628,,1,0
Téa Gardner,Greg Abbey,Directed,21629,,1,0
Téa Gardner,Haruhi Nanao,Directed,21630,,1,0
Téa Gardner,Hideki Konda,Directed,21631,,1,0
Téa Gardner,Hikaru Midorikawa,Directed,21632,,1,0
Téa Gardner,Hiroki Takahashi,Directed,21633,,1,0
Téa Gardner,Hiroomi Sugino,Directed,21634,,1,0
Téa Gardner,Iron John,Directed,21635,,1,0
Téa Gardner,Isis,Directed,21636,,1,0
Téa Gardner,James Carter Cathcart,Directed,21637,,1,0
Téa Gardner,Japan,Directed,21638,,1,0
Téa Gardner,Jerry Lobozzo,Directed,21639,,1,0
Téa Gardner,Jimmy Zoppi,Directed,21640,,1,0
Téa Gardner,Jonathan Todd Ross,Directed,21641,,1,0
Téa Gardner,Jump Force,Directed,21642,,1,0
Téa Gardner,Jump Super Stars,Directed,21643,,1,0
Téa Gardner,Jump Ultimate Stars,Directed,21644,,1,0
Téa Gardner,Junko Noda,Directed,21645,,1,0
Téa Gardner,Junko Takeuchi,Directed,21646,,1,0
Téa Gardner,Ka (Egyptian Soul),Directed,21647,,1,0
Téa Gardner,Kaneto Shiozawa,Directed,21648,,1,0
Téa Gardner,Kathleen Delaney,Directed,21649,,1,0
Téa Gardner,Katsue Miwa,Directed,21650,,1,0
Téa Gardner,Kazuki Takahashi,Directed,21651,,1,0
Téa Gardner,Kazunari Kojima,Directed,21652,,1,0
Téa Gardner,Kenjirō Tsuda,Directed,21653,,1,0
Téa Gardner,Kento Hayashi,Directed,21654,,1,0
Téa Gardner,Kōji Ishii,Directed,21655,,1,0
Téa Gardner,Leviathan,Directed,21656,,1,0
Téa Gardner,Lisa Ortiz,Directed,21657,,1,0
Téa Gardner,Little Red Riding Hood,Directed,21658,,1,0
Téa Gardner,Maddie Blaustein,Directed,21659,,1,0
Téa Gardner,Mahito Ōba,Directed,21660,,1,0
Téa Gardner,Maki Saitō,Directed,21661,,1,0
Téa Gardner,Manchuria,Directed,21662,,1,0
Téa Gardner,Marc Diraison,Directed,21663,,1,0
Téa Gardner,Marc Thompson (Voice Actor),Directed,21664,,1,0
Téa Gardner,Masako Katsuki,Directed,21665,,1,0
Téa Gardner,Masami Suzuki,Directed,21666,,1,0
Téa Gardner,Masato Hirano (Voice Actor),Directed,21667,,1,0
Téa Gardner,Megan Hollingshead,Directed,21668,,1,0
Téa Gardner,Megumi Ogata,Directed,21669,,1,0
Téa Gardner,Megumi Urawa,Directed,21670,,1,0
Téa Gardner,Michael Alston Baley,Directed,21671,,1,0
Téa Gardner,Michael Sinterniklaas,Directed,21672,,1,0
Téa Gardner,Michiko Neya,Directed,21673,,1,0
Téa Gardner,Mike Pollock (Voice Actor),Directed,21674,,1,0
Téa Gardner,Miniature Model (Gaming),Directed,21675,,1,0
Téa Gardner,Nobuyuki Hiyama,Directed,21676,,1,0
Téa Gardner,Nobuyuki Hiyamda,Directed,21677,,1,0
Téa Gardner,Nobuyuki Saitō,Directed,21678,,1,0
Téa Gardner,Non-Player Character,Directed,21679,,1,0
Téa Gardner,Nozomu Sasaki,Directed,21680,,1,0
Téa Gardner,Oliver Wyman (Actor),Directed,21681,,1,0
Téa Gardner,Orichalcum,Directed,21682,,1,0
Téa Gardner,Pharaoh,Directed,21683,,1,0
Téa Gardner,Rica Matsumoto,Directed,21684,,1,0
Téa Gardner,Ryō Naitō,Directed,21685,,1,0
Téa Gardner,Ryōtarō Okiayu,Directed,21686,,1,0
Téa Gardner,Ryūji Saikachi,Directed,21687,,1,0
Téa Gardner,Ryūsei Nakao,Directed,21688,,1,0
Téa Gardner,Sakura Nogawa,Directed,21689,,1,0
Téa Gardner,Sam Riegel,Directed,21690,,1,0
Téa Gardner,Scott Rayow,Directed,21691,,1,0
Téa Gardner,Sean Schemmel,Directed,21692,,1,0
Téa Gardner,Sebastian Arcelus,Directed,21693,,1,0
Téa Gardner,Seto Kaiba,Directed,21694,,1,0
Téa Gardner,Shigeru Chiba,Directed,21695,,1,0
Téa Gardner,Shin Aomori,Directed,21696,,1,0
Téa Gardner,Shintaro Sonooka,Directed,21697,,1,0
Téa Gardner,Shueisha,Directed,21698,,1,0
Téa Gardner,Shunsuke Kazama,Directed,21699,,1,0
Téa Gardner,Shōzō Iizuka,Directed,21700,,1,0
Téa Gardner,Sugoroku,Directed,21701,,1,0
Téa Gardner,Sumi Shimamoto,Directed,21702,,1,0
Téa Gardner,Tabletop Role-Playing Game,Directed,21703,,1,0
Téa Gardner,Tadashi Miyazawa,Directed,21704,,1,0
Téa Gardner,Takashi Matsuyama (Actor),Directed,21705,,1,0
Téa Gardner,Takayuki Kondō,Directed,21706,,1,0
Téa Gardner,Takehito Koyasu,Directed,21707,,1,0
Téa Gardner,Takeshi Aono,Directed,21708,,1,0
Téa Gardner,Tara Sands,Directed,21709,,1,0
Téa Gardner,Ted Lewis (Voice Actor),Directed,21710,,1,0
Téa Gardner,Tetsuya Iwanaga (Voice Actor),Directed,21711,,1,0
Téa Gardner,Toei Animation,Directed,21712,,1,0
Téa Gardner,Tom Thumb,Directed,21713,,1,0
Téa Gardner,Toshiyuki Morikawa,Directed,21714,,1,0
Téa Gardner,Tsutomu Kashiwakura,Directed,21715,,1,0
Téa Gardner,Udon Entertainment,Directed,21716,,1,0
Téa Gardner,Unsho Ishizuka,Directed,21717,,1,0
Téa Gardner,Urara Takano,Directed,21718,,1,0
Téa Gardner,Viz Media,Directed,21719,,1,0
Téa Gardner,Valley Of The Kings,Directed,21720,,1,0
Téa Gardner,Wayne Grayson,Directed,21721,,1,0
Téa Gardner,World War Ii,Directed,21722,,1,0
Téa Gardner,Yen,Directed,21723,,1,0
Téa Gardner,Yu-Gi-Oh!,Directed,21724,,1,0
Téa Gardner,Yu-Gi-Oh!: The Dark Side Of Dimensions,Directed,21725,,1,0
Téa Gardner,Yu-Gi-Oh! (1998 Tv Series),Directed,21726,,1,0
Téa Gardner,Yu-Gi-Oh! (1999 Film),Directed,21727,,1,0
Téa Gardner,Yu-Gi-Oh! 3D: Bonds Beyond Time,Directed,21728,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S,Directed,21729,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S Season 1,Directed,21730,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S Season 2,Directed,21731,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S Season 3,Directed,21732,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S Season 4,Directed,21733,,1,0
Téa Gardner,Yu-Gi-Oh! 5D'S Season 5,Directed,21734,,1,0
Téa Gardner,Yu-Gi-Oh! Arc-V,Directed,21735,,1,0
Téa Gardner,Yu-Gi-Oh! Arc-V (Manga),Directed,21736,,1,0
Téa Gardner,Yu-Gi-Oh! Arc-V Season 1,Directed,21737,,1,0
Téa Gardner,Yu-Gi-Oh! Arc-V Season 2,Directed,21738,,1,0
Téa Gardner,Yu-Gi-Oh! Arc-V Season 3,Directed,21739,,1,0
Téa Gardner,Yu-Gi-Oh! Bonds Beyond Time,Directed,21740,,1,0
Téa Gardner,Yu-Gi-Oh! Capsule Monsters,Directed,21741,,1,0
Téa Gardner,Yu-Gi-Oh! Dark Duel Stories,Directed,21742,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Links,Directed,21743,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters,Directed,21744,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters Season 1,Directed,21745,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters Season 2,Directed,21746,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters Season 3,Directed,21747,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters Season 4,Directed,21748,,1,0
Téa Gardner,Yu-Gi-Oh! Duel Monsters Season 5,Directed,21749,,1,0
Téa Gardner,Yu-Gi-Oh! Dungeon Dice Monsters,Directed,21750,,1,0
Téa Gardner,Yu-Gi-Oh! Early Days Collection,Directed,21751,,1,0
Téa Gardner,Yu-Gi-Oh! Forbidden Memories,Directed,21752,,1,0
Téa Gardner,Yu-Gi-Oh! Gx,Directed,21753,,1,0
Téa Gardner,Yu-Gi-Oh! Gx Tag Force 2,Directed,21754,,1,0
Téa Gardner,Yu-Gi-Oh! Gx Season 1,Directed,21755,,1,0
Téa Gardner,Yu-Gi-Oh! Gx Season 2,Directed,21756,,1,0
Téa Gardner,Yu-Gi-Oh! Gx Season 3,Directed,21757,,1,0
Téa Gardner,Yu-Gi-Oh! Gx Season 4,Directed,21758,,1,0
Téa Gardner,Yu-Gi-Oh! Go Rush!!,Directed,21759,,1,0
Téa Gardner,Yu-Gi-Oh! Go Rush!! Season 1,Directed,21760,,1,0
Téa Gardner,Yu-Gi-Oh! Go Rush!! Season 2,Directed,21761,,1,0
Téa Gardner,Yu-Gi-Oh! Go Rush!! Season 3,Directed,21762,,1,0
Téa Gardner,Yu-Gi-Oh! Legacy Of The Duelist,Directed,21763,,1,0
Téa Gardner,Yu-Gi-Oh! Legacy Of The Duelist: Link Evolution,Directed,21764,,1,0
Téa Gardner,Yu-Gi-Oh! Master Duel,Directed,21765,,1,0
Téa Gardner,Yu-Gi-Oh! Nightmare Troubadour,Directed,21766,,1,0
Téa Gardner,Yu-Gi-Oh! R,Directed,21767,,1,0
Téa Gardner,Yu-Gi-Oh! Sevens,Directed,21768,,1,0
Téa Gardner,Yu-Gi-Oh! Sevens Season 1,Directed,21769,,1,0
Téa Gardner,Yu-Gi-Oh! Sevens Season 2,Directed,21770,,1,0
Téa Gardner,Yu-Gi-Oh! The Dark Side Of Dimensions,Directed,21771,,1,0
Téa Gardner,Yu-Gi-Oh! The Dawn Of Destiny,Directed,21772,,1,0
Téa Gardner,Yu-Gi-Oh! The Duelists Of The Roses,Directed,21773,,1,0
Téa Gardner,Yu-Gi-Oh! The Eternal Duelist Soul,Directed,21774,,1,0
Téa Gardner,Yu-Gi-Oh! The Falsebound Kingdom,Directed,21775,,1,0
Téa Gardner,Yu-Gi-Oh! The Movie: Pyramid Of Light,Directed,21776,,1,0
Téa Gardner,Yu-Gi-Oh! The Sacred Cards,Directed,21777,,1,0
Téa Gardner,Yu-Gi-Oh! Trading Card Game,Directed,21778,,1,0
Téa Gardner,Yu-Gi-Oh! Vrains,Directed,21779,,1,0
Téa Gardner,Yu-Gi-Oh! Vrains Season 1,Directed,21780,,1,0
Téa Gardner,Yu-Gi-Oh! Vrains Season 2,Directed,21781,,1,0
Téa Gardner,Yu-Gi-Oh! Vrains Season 3,Directed,21782,,1,0
Téa Gardner,Yu-Gi-Oh! World Championship Tournament 2004,Directed,21783,,1,0
Téa Gardner,Yu-Gi-Oh! Worldwide Edition: Stairway To The Destined Duel,Directed,21784,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal,Directed,21785,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Ii Season 1,Directed,21786,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Ii Season 2,Directed,21787,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Ii Season 3,Directed,21788,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Season 1,Directed,21789,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Season 2,Directed,21790,,1,0
Téa Gardner,Yu-Gi-Oh! Zexal Season 3,Directed,21791,,1,0
Téa Gardner,Yugi Mutou,Directed,21792,,1,0
Téa Gardner,Yuichi Nakamura (Voice Actor),Directed,21793,,1,0
Téa Gardner,Yukana,Directed,21794,,1,0
Téa Gardner,Yumi Kakazu,Directed,21795,,1,0
Téa Gardner,Yusuke Numata,Directed,21796,,1,0
Téa Gardner,Yō Inoue,Directed,21797,,1,0
Téa Gardner,Yū Mizushima,Directed,21798,,1,0
Téa Gardner,Yūji Kishi,Directed,21799,,1,0
Yu-Gi-Oh! Arc-V Season 1,4K Media Inc.,Directed,21800,,1,0
Yu-Gi-Oh! Arc-V Season 1,9Go!,Directed,21801,,1,0
Yu-Gi-Oh! Arc-V Season 1,Adventure Genre,Directed,21802,,1,0
Yu-Gi-Oh! Arc-V Season 1,Akazukin Chacha,Directed,21803,,1,0
Yu-Gi-Oh! Arc-V Season 1,Animal Yokochō,Directed,21804,,1,0
Yu-Gi-Oh! Arc-V Season 1,Anime,Directed,21805,,1,0
Yu-Gi-Oh! Arc-V Season 1,Anime News Network,Directed,21806,,1,0
Yu-Gi-Oh! Arc-V Season 1,Australia,Directed,21807,,1,0
Yu-Gi-Oh! Arc-V Season 1,Bakutsuri Bar Hunter,Directed,21808,,1,0
Yu-Gi-Oh! Arc-V Season 1,Bullet Train (Band),Directed,21809,,1,0
Yu-Gi-Oh! Arc-V Season 1,Canada,Directed,21810,,1,0
Yu-Gi-Oh! Arc-V Season 1,Cinema Staff,Directed,21811,,1,0
Yu-Gi-Oh! Arc-V Season 1,Crunchyroll,Directed,21812,,1,0
Yu-Gi-Oh! Arc-V Season 1,Dubbing (Filmmaking),Directed,21813,,1,0
Yu-Gi-Oh! Arc-V Season 1,Eyeshield 21,Directed,21814,,1,0
Yu-Gi-Oh! Arc-V Season 1,Fantasy Genre,Directed,21815,,1,0
Yu-Gi-Oh! Arc-V Season 1,Forza! Hidemaru,Directed,21816,,1,0
Yu-Gi-Oh! Arc-V Season 1,Fushigi Dagashiya Zenitendō,Directed,21817,,1,0
Yu-Gi-Oh! Arc-V Season 1,Gallop (Studio),Directed,21818,,1,0
Yu-Gi-Oh! Arc-V Season 1,Genji Tsūshin Agedama,Directed,21819,,1,0
Yu-Gi-Oh! Arc-V Season 1,Hataraki Man,Directed,21820,,1,0
Yu-Gi-Oh! Arc-V Season 1,Hime-Chan'S Ribbon,Directed,21821,,1,0
Yu-Gi-Oh! Arc-V Season 1,Initial D,Directed,21822,,1,0
Yu-Gi-Oh! Arc-V Season 1,Jump Force,Directed,21823,,1,0
Yu-Gi-Oh! Arc-V Season 1,Jump Super Stars,Directed,21824,,1,0
Yu-Gi-Oh! Arc-V Season 1,Jump Ultimate Stars,Directed,21825,,1,0
Yu-Gi-Oh! Arc-V Season 1,Katsumi Ono (Director),Directed,21826,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kawa No Hikari,Directed,21827,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kazuki Takahashi,Directed,21828,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kenshō Ono,Directed,21829,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kiteretsu Daihyakka (Tv Series),Directed,21830,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kochikame: Tokyo Beat Cops,Directed,21831,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kochira Katsushika-Ku Kameari Kōen-Mae Hashutsujo,Directed,21832,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kodocha,Directed,21833,,1,0
Yu-Gi-Oh! Arc-V Season 1,Konami Cross Media Ny,Directed,21834,,1,0
Yu-Gi-Oh! Arc-V Season 1,Kōtarō Nakagawa,Directed,21835,,1,0
Yu-Gi-Oh! Arc-V Season 1,Legendz,Directed,21836,,1,0
Yu-Gi-Oh! Arc-V Season 1,Look-Alike,Directed,21837,,1,0
Yu-Gi-Oh! Arc-V Season 1,Mainichi Kaasan,Directed,21838,,1,0
Yu-Gi-Oh! Arc-V Season 1,Manga,Directed,21839,,1,0
Yu-Gi-Oh! Arc-V Season 1,Maps (Manga),Directed,21840,,1,0
Yu-Gi-Oh! Arc-V Season 1,Marvelous Entertainment,Directed,21841,,1,0
Yu-Gi-Oh! Arc-V Season 1,Me & Roboco,Directed,21842,,1,0
Yu-Gi-Oh! Arc-V Season 1,Medialink,Directed,21843,,1,0
Yu-Gi-Oh! Arc-V Season 1,Miracle Giants Dome-Kun,Directed,21844,,1,0
Yu-Gi-Oh! Arc-V Season 1,Mushi Production,Directed,21845,,1,0
Yu-Gi-Oh! Arc-V Season 1,Nickelodeon,Directed,21846,,1,0
Yu-Gi-Oh! Arc-V Season 1,Nicktoons (American Tv Channel),Directed,21847,,1,0
Yu-Gi-Oh! Arc-V Season 1,Niconico,Directed,21848,,1,0
Yu-Gi-Oh! Arc-V Season 1,Northern America,Directed,21849,,1,0
Yu-Gi-Oh! Arc-V Season 1,Nurse Angel Ririka Sos,Directed,21850,,1,0
Yu-Gi-Oh! Arc-V Season 1,Ojarumaru,Directed,21851,,1,0
Yu-Gi-Oh! Arc-V Season 1,Ojarumaru The Movie: The Promised Summer - Ojaru And Semira,Directed,21852,,1,0
Yu-Gi-Oh! Arc-V Season 1,One-Pound Gospel,Directed,21853,,1,0
Yu-Gi-Oh! Arc-V Season 1,Playstation Portable,Directed,21854,,1,0
Yu-Gi-Oh! Arc-V Season 1,Prefectural Earth Defense Force,Directed,21855,,1,0
Yu-Gi-Oh! Arc-V Season 1,Prosieben Maxx,Directed,21856,,1,0
Yu-Gi-Oh! Arc-V Season 1,Resurrection,Directed,21857,,1,0
Yu-Gi-Oh! Arc-V Season 1,Rurouni Kenshin: The Motion Picture,Directed,21858,,1,0
